1381179040,87.12,75.65,75.43
1381179101,87.57,75.76,75.43
1381179162,87.24,75.76,75.43
1381179223,86.79,75.76,75.54
1381179284,86.79,75.76,75.43
1381179345,86.68,75.76,75.43
1381179406,86.45,75.76,75.43
1381179467,86.22,75.76,75.54
1381179528,86.56,75.87,75.43
1381179589,86.11,75.76,75.43
1381179649,85.44,75.87,75.54
1381179710,84.99,75.76,75.43
1381179771,84.65,75.76,75.54
1381179832,84.99,75.76,75.54
1381179893,84.54,75.76,75.43
1381179954,84.09,75.76,75.43
1381180015,84.54,75.76,75.43
1381180076,84.31,75.76,75.54
1381180137,84.43,75.87,75.54
1381180198,84.43,75.76,75.43
1381180259,84.43,75.76,75.43
1381180320,84.20,75.76,75.54
1381180380,83.75,75.76,75.43
1381180441,83.52,75.76,75.43
1381180502,83.30,75.76,75.43
1381180563,82.96,75.76,75.31
1381180624,82.74,75.76,75.43
1381180685,82.62,75.76,75.43
1381180746,82.62,75.76,75.43
1381180807,83.07,75.76,75.43
1381180868,83.19,75.76,75.43
1381180929,82.85,75.76,75.43
1381180990,82.62,75.76,75.54
1381181051,82.74,75.76,75.43
1381181111,82.85,75.76,75.43
1381181172,83.30,75.76,75.43
1381181233,83.30,75.76,75.43
1381181294,83.19,75.76,75.43
1381181355,83.07,75.76,75.43
1381181416,82.96,75.76,75.43
1381181477,82.85,75.65,75.43
1381181538,82.85,75.65,75.31
1381181599,82.62,75.65,75.31
1381181660,82.62,75.65,75.31
1381181721,82.62,75.54,75.20
1381181782,82.62,75.54,75.20
1381181842,82.62,75.43,75.09
1381181903,82.74,75.31,74.97
1381181964,82.29,75.31,74.86
1381182025,82.06,75.20,74.86
1381182086,81.84,75.20,74.86
1381182147,81.72,75.20,74.86
1381182208,81.50,75.20,74.75
1381182269,82.96,75.09,74.86
1381182330,85.10,75.09,74.75
1381182391,87.12,75.09,74.75
1381182452,88.59,75.09,74.86
1381182513,89.60,75.09,74.75
1381182573,90.05,75.09,74.75
1381182634,88.47,75.09,74.75
1381182695,86.56,75.09,74.75
1381182756,85.32,75.09,74.75
1381182817,84.43,75.09,74.86
1381182878,83.86,75.20,74.86
1381182939,83.30,75.20,74.86
1381183000,83.07,75.20,74.86
1381183061,82.85,75.20,74.86
1381183122,82.62,75.20,74.86
1381183183,82.18,75.09,74.64
1381183244,82.29,74.97,74.64
1381183304,82.40,75.09,74.64
1381183365,82.62,75.09,74.75
1381183426,82.62,75.09,74.75
1381183487,82.29,75.20,74.86
1381183548,81.95,75.09,74.86
1381183609,81.72,75.20,74.75
1381183670,81.95,75.09,74.75
1381183731,82.06,75.09,74.86
1381183792,81.84,75.09,74.86
1381183853,81.72,75.09,74.86
1381183914,82.40,75.20,74.86
1381183975,82.40,75.09,74.86
1381184035,82.85,75.20,74.86
1381184096,82.62,75.09,74.86
1381184157,82.18,75.20,74.86
1381184218,82.74,75.09,74.86
1381184279,83.52,75.20,74.75
1381184340,83.19,75.20,74.86
1381184401,82.62,75.20,74.86
1381184462,82.29,75.09,74.86
1381184523,81.84,75.20,74.86
1381184584,81.61,75.09,74.86
1381184645,81.50,75.20,74.86
1381184706,81.16,75.20,74.86
1381184766,81.05,75.20,74.86
1381184827,81.50,75.20,74.86
1381184888,81.39,75.09,74.75
1381184949,81.27,75.09,74.75
1381185010,81.27,75.09,74.75
1381185071,81.39,75.09,74.75
1381185132,81.16,75.09,74.75
1381185193,81.16,74.97,74.64
1381185254,81.16,74.97,74.64
1381185315,81.39,74.97,74.64
1381185376,81.50,74.97,74.64
1381185437,81.50,74.97,74.52
1381185497,81.50,74.86,74.52
1381185558,81.27,74.86,74.52
1381185619,81.27,74.86,74.52
1381185680,81.05,74.97,74.52
1381185741,80.94,74.86,74.64
1381185802,80.82,74.86,74.52
1381185863,80.82,74.86,74.41
1381185924,80.71,74.86,74.52
1381185985,80.49,74.75,74.52
1381186046,80.71,74.75,74.41
1381186107,80.60,74.75,74.41
1381186168,80.60,74.64,74.30
